,Timestamp,Trend Flags,Status,Value,predicted_mean
374,04-Dec-23 9:30:00 PM IST,{ },{ok},23,
375,04-Dec-23 9:45:00 PM IST,{ },{ok},23,
376,04-Dec-23 10:00:00 PM IST,{ },{ok},23,
377,04-Dec-23 10:15:00 PM IST,{ },{ok},23,
378,04-Dec-23 10:30:00 PM IST,{ },{ok},23,
379,04-Dec-23 10:45:00 PM IST,{ },{ok},23,
380,04-Dec-23 11:00:00 PM IST,{ },{ok},23,
381,04-Dec-23 11:15:00 PM IST,{ },{ok},23,
382,04-Dec-23 11:30:00 PM IST,{ },{ok},23,
383,04-Dec-23 11:45:00 PM IST,{ },{ok},23,
384,05-Dec-23 12:00:00 AM IST,{ },{ok},23,
385,05-Dec-23 12:15:00 AM IST,{ },{ok},23,
386,05-Dec-23 12:30:00 AM IST,{ },{ok},23,
387,05-Dec-23 12:45:00 AM IST,{ },{ok},23,
388,05-Dec-23 1:00:00 AM IST,{ },{ok},23,
389,05-Dec-23 1:15:00 AM IST,{ },{ok},23,
390,05-Dec-23 1:30:00 AM IST,{ },{ok},23,
391,05-Dec-23 1:45:00 AM IST,{ },{ok},23,
392,05-Dec-23 2:00:00 AM IST,{ },{ok},23,
393,05-Dec-23 2:15:00 AM IST,{ },{ok},23,
394,05-Dec-23 2:30:00 AM IST,{ },{ok},23,
395,05-Dec-23 2:45:00 AM IST,{ },{ok},23,
396,05-Dec-23 3:00:00 AM IST,{ },{ok},23,
397,05-Dec-23 3:15:00 AM IST,{ },{ok},23,
398,05-Dec-23 3:30:00 AM IST,{ },{ok},23,
399,05-Dec-23 3:45:00 AM IST,{ },{ok},23,
400,05-Dec-23 4:00:00 AM IST,{ },{ok},23,
401,05-Dec-23 4:15:00 AM IST,{ },{ok},23,
402,05-Dec-23 4:30:00 AM IST,{ },{ok},23,
403,05-Dec-23 4:45:00 AM IST,{ },{ok},23,
404,05-Dec-23 5:00:00 AM IST,{ },{ok},23,
405,05-Dec-23 5:15:00 AM IST,{ },{ok},23,
406,05-Dec-23 5:30:00 AM IST,{ },{ok},23,
407,05-Dec-23 5:45:00 AM IST,{ },{ok},23,
408,05-Dec-23 6:00:00 AM IST,{ },{ok},23,
409,05-Dec-23 6:15:00 AM IST,{ },{ok},23,
410,05-Dec-23 6:30:00 AM IST,{ },{ok},23,
411,05-Dec-23 6:45:00 AM IST,{ },{ok},23,
412,05-Dec-23 7:00:00 AM IST,{ },{ok},23,
413,05-Dec-23 7:15:00 AM IST,{ },{ok},23,
414,05-Dec-23 7:30:00 AM IST,{ },{ok},23,
415,05-Dec-23 7:45:00 AM IST,{ },{ok},23,
416,05-Dec-23 8:00:00 AM IST,{ },{ok},23,
417,05-Dec-23 8:15:00 AM IST,{ },{ok},23,
418,05-Dec-23 8:30:00 AM IST,{ },{ok},23,
419,05-Dec-23 8:45:00 AM IST,{ },{ok},23,
420,05-Dec-23 9:00:00 AM IST,{ },{ok},23,
421,05-Dec-23 9:15:00 AM IST,{ },{ok},23,
422,05-Dec-23 9:30:00 AM IST,{ },{ok},23,
423,05-Dec-23 9:45:00 AM IST,{ },{ok},23,
424,05-Dec-23 10:00:00 AM IST,{ },{ok},23,
425,05-Dec-23 10:15:00 AM IST,{ },{ok},23,
426,05-Dec-23 10:30:00 AM IST,{ },{ok},23,
427,05-Dec-23 10:45:00 AM IST,{ },{ok},23,
428,05-Dec-23 11:00:00 AM IST,{ },{ok},23,
429,05-Dec-23 11:15:00 AM IST,{ },{ok},23,
430,05-Dec-23 11:30:00 AM IST,{ },{ok},23,
431,05-Dec-23 11:45:00 AM IST,{ },{ok},23,
432,05-Dec-23 12:00:00 PM IST,{ },{ok},23,
433,05-Dec-23 12:15:00 PM IST,{ },{ok},23,
434,05-Dec-23 12:30:00 PM IST,{ },{ok},23,
435,05-Dec-23 12:45:00 PM IST,{ },{ok},23,
436,05-Dec-23 1:00:00 PM IST,{ },{ok},23,
437,05-Dec-23 1:15:00 PM IST,{ },{ok},23,
438,05-Dec-23 1:30:00 PM IST,{ },{ok},23,
439,05-Dec-23 1:45:00 PM IST,{ },{ok},23,
440,05-Dec-23 2:00:00 PM IST,{ },{ok},23,
441,05-Dec-23 2:15:00 PM IST,{ },{ok},23,
442,05-Dec-23 2:30:00 PM IST,{ },{ok},23,
443,05-Dec-23 2:45:00 PM IST,{ },{ok},23,
